,Tweets,Dates,Tweet without StopWords,Subjectivity,Polarity,Label
491," First COVID-19 vaccine given in New York as Cuomo touts ""weapon that will end the war"" ",12/14/2020,"first covid-19 vaccine given new york cuomo touts ""weapon end war""",0.393939394,0.193181818,Positive
492," First COVID-19 vaccine given in New York as Cuomo touts ""weapon that will end the war"" ",12/14/2020,"first covid-19 vaccine given new york cuomo touts ""weapon end war""",0.393939394,0.193181818,Positive
493," First COVID-19 vaccine given in New York as Cuomo touts ""weapon that will end the war"" ",12/14/2020,"first covid-19 vaccine given new york cuomo touts ""weapon end war""",0.393939394,0.193181818,Positive
494," First COVID-19 vaccine given in New York as Cuomo touts ""weapon that will end the war"" ",12/14/2020,"first covid-19 vaccine given new york cuomo touts ""weapon end war""",0.393939394,0.193181818,Positive
495," First COVID-19 vaccine given in New York as Cuomo touts ""weapon that will end the war"" ",12/14/2020,"first covid-19 vaccine given new york cuomo touts ""weapon end war""",0.393939394,0.193181818,Positive
496," First COVID-19 vaccine given in New York as Cuomo touts ""weapon that will end the war"" ",12/14/2020,"first covid-19 vaccine given new york cuomo touts ""weapon end war""",0.393939394,0.193181818,Positive
497," First COVID-19 vaccine given in New York as Cuomo touts ""weapon that will end the war"" ",12/14/2020,"first covid-19 vaccine given new york cuomo touts ""weapon end war""",0.393939394,0.193181818,Positive
498,Y’all trust a vaccine from a govt that gave y’all $1200.00 and said make it work for 8 months ? Lmaooo,12/14/2020,y’all trust vaccine govt gave y’all $1200.00 said make work 8 months ? lmaooo,0,0,Neutral
499,   is cooperating with evil. Listen 2 ex-Satanist high priest &amp; his experience w/… ,12/14/2020,cooperating evil. listen 2 ex-satanist high priest &amp; experience w/…,0.77,-0.42,Negative
500," First COVID-19 vaccine given in New York as Cuomo touts ""weapon that will end the war"" ",12/14/2020,"first covid-19 vaccine given new york cuomo touts ""weapon end war""",0.393939394,0.193181818,Positive
501," First COVID-19 vaccine given in New York as Cuomo touts ""weapon that will end the war"" ",12/14/2020,"first covid-19 vaccine given new york cuomo touts ""weapon end war""",0.393939394,0.193181818,Positive
502," First COVID-19 vaccine given in New York as Cuomo touts ""weapon that will end the war"" ",12/14/2020,"first covid-19 vaccine given new york cuomo touts ""weapon end war""",0.393939394,0.193181818,Positive
503," First COVID-19 vaccine given in New York as Cuomo touts ""weapon that will end the war"" ",12/14/2020,"first covid-19 vaccine given new york cuomo touts ""weapon end war""",0.393939394,0.193181818,Positive
504," First COVID-19 vaccine given in New York as Cuomo touts ""weapon that will end the war"" ",12/14/2020,"first covid-19 vaccine given new york cuomo touts ""weapon end war""",0.393939394,0.193181818,Positive
505," First COVID-19 vaccine given in New York as Cuomo touts ""weapon that will end the war"" ",12/14/2020,"first covid-19 vaccine given new york cuomo touts ""weapon end war""",0.393939394,0.193181818,Positive
506," First COVID-19 vaccine given in New York as Cuomo touts ""weapon that will end the war"" ",12/14/2020,"first covid-19 vaccine given new york cuomo touts ""weapon end war""",0.393939394,0.193181818,Positive
507," First COVID-19 vaccine given in New York as Cuomo touts ""weapon that will end the war"" ",12/14/2020,"first covid-19 vaccine given new york cuomo touts ""weapon end war""",0.393939394,0.193181818,Positive
508," First COVID-19 vaccine given in New York as Cuomo touts ""weapon that will end the war"" ",12/14/2020,"first covid-19 vaccine given new york cuomo touts ""weapon end war""",0.393939394,0.193181818,Positive
509," First COVID-19 vaccine given in New York as Cuomo touts ""weapon that will end the war"" ",12/14/2020,"first covid-19 vaccine given new york cuomo touts ""weapon end war""",0.393939394,0.193181818,Positive
510," First COVID-19 vaccine given in New York as Cuomo touts ""weapon that will end the war"" ",12/14/2020,"first covid-19 vaccine given new york cuomo touts ""weapon end war""",0.393939394,0.193181818,Positive
511," First COVID-19 vaccine given in New York as Cuomo touts ""weapon that will end the war"" ",12/14/2020,"first covid-19 vaccine given new york cuomo touts ""weapon end war""",0.393939394,0.193181818,Positive
512,[Webinar] Mandatory or Optional? An Employers Guide to the COVID-19 Vaccine - January 13th 100 pm - 230 pm EST… ,12/14/2020,[webinar] mandatory optional? employers guide covid-19 vaccine - january 13th 100 pm - 230 pm est…,0,0,Neutral
513," First COVID-19 vaccine given in New York as Cuomo touts ""weapon that will end the war"" ",12/14/2020,"first covid-19 vaccine given new york cuomo touts ""weapon end war""",0.393939394,0.193181818,Positive
514," First COVID-19 vaccine given in New York as Cuomo touts ""weapon that will end the war"" ",12/14/2020,"first covid-19 vaccine given new york cuomo touts ""weapon end war""",0.393939394,0.193181818,Positive
515," First COVID-19 vaccine given in New York as Cuomo touts ""weapon that will end the war"" ",12/14/2020,"first covid-19 vaccine given new york cuomo touts ""weapon end war""",0.393939394,0.193181818,Positive
516, I became teary-eyed at 600. At 613 Essential Healthcare pros get the BioNTech COVID-19 vaccine a tech  that transforms…,12/14/2020,became teary-eyed 600. 613 essential healthcare pros get biontech covid-19 vaccine tech transforms…,0.3,0,Neutral
517," First COVID-19 vaccine given in New York as Cuomo touts ""weapon that will end the war"" ",12/14/2020,"first covid-19 vaccine given new york cuomo touts ""weapon end war""",0.393939394,0.193181818,Positive
518," First COVID-19 vaccine given in New York as Cuomo touts ""weapon that will end the war"" ",12/14/2020,"first covid-19 vaccine given new york cuomo touts ""weapon end war""",0.393939394,0.193181818,Positive
519," First COVID-19 vaccine given in New York as Cuomo touts ""weapon that will end the war"" ",12/14/2020,"first covid-19 vaccine given new york cuomo touts ""weapon end war""",0.393939394,0.193181818,Positive
520," First COVID-19 vaccine given in New York as Cuomo touts ""weapon that will end the war"" ",12/14/2020,"first covid-19 vaccine given new york cuomo touts ""weapon end war""",0.393939394,0.193181818,Positive
521,Listen at the 1.00 mark and how diabolical  can be. This vaccine is not about the virus or its “cure”. Pr… ,12/14/2020,listen 1.00 mark diabolical be. vaccine virus “cure”. pr…,0,0,Neutral
522," First COVID-19 vaccine given in New York as Cuomo touts ""weapon that will end the war"" ",12/14/2020,"first covid-19 vaccine given new york cuomo touts ""weapon end war""",0.393939394,0.193181818,Positive
523,Please note your appointment for your first dose of the COVID-19 vaccine is on Sunday December 20 2020 at 1400.… ,12/14/2020,please note appointment first dose covid-19 vaccine sunday december 20 2020 1400.…,0.333333333,0.25,Positive
524," First COVID-19 vaccine given in New York as Cuomo touts ""weapon that will end the war"" ",12/14/2020,"first covid-19 vaccine given new york cuomo touts ""weapon end war""",0.393939394,0.193181818,Positive
525,"First COVID-19 vaccine given in New York as Cuomo touts ""weapon that will end the war"" ",12/14/2020,"first covid-19 vaccine given new york cuomo touts ""weapon end war""",0.393939394,0.193181818,Positive
526," You got experimental Covid-19 treatment costing $65000+ for what you called a 'virus hoax"";  Now… ",12/14/2020,"got experimental covid-19 treatment costing $65000+ called 'virus hoax""; now…",0.4,0.1,Positive
527,[Webinar] Mandatory or Optional? An Employers Guide to the COVID-19 Vaccine - January 13th 100 pm - 230 pm EST… ,12/14/2020,[webinar] mandatory optional? employers guide covid-19 vaccine - january 13th 100 pm - 230 pm est…,0,0,Neutral
528,[Webinar] Mandatory or Optional? An Employers Guide to the COVID-19 Vaccine - January 13th 100 pm - 230 pm EST… ,12/14/2020,[webinar] mandatory optional? employers guide covid-19 vaccine - january 13th 100 pm - 230 pm est…,0,0,Neutral
529, After striking deals with the federal government pharmacies like CVS and Walgreens will help administer the coronaviru…,12/14/2020,striking deals federal government pharmacies like cvs walgreens help administer coronaviru…,1,0.5,Positive
530, After striking deals with the federal government pharmacies like CVS and Walgreens will help administer the coronaviru…,12/14/2020,striking deals federal government pharmacies like cvs walgreens help administer coronaviru…,1,0.5,Positive
531,After striking deals with the federal government pharmacies like CVS and Walgreens will help administer the corona… ,12/14/2020,striking deals federal government pharmacies like cvs walgreens help administer corona…,1,0.5,Positive
532,Over $13 billion gross profit. If 51% of the US population gets the COVID vaccine required 2 doses @ Govt negotiate… ,12/14/2020,$13 billion gross profit. 51% us population gets covid vaccine required 2 doses @ govt negotiate…,0,0,Neutral
533,  I read 1500.00 for taking the vaccine,12/14/2020,read 1500.00 taking vaccine,0,0,Neutral
534, “First round of vaccine”. Please be specific in all stories that two rounds are required.,12/14/2020,“first round vaccine”. please specific stories two rounds required.,0.286111111,0.016666667,Positive
535, Sanofi and GSK announce a delay in their adjuvanted recombinant protein-based COVID-19 vaccine program to improve immune…,12/14/2020,sanofi gsk announce delay adjuvanted recombinant protein-based covid-19 vaccine program improve immune…,0,0,Neutral
536," Pharmacies will help roll out the coronavirus vaccine but one doctor warns of ""chaos"" ",12/14/2020,"pharmacies help roll coronavirus vaccine one doctor warns ""chaos""",0,0,Neutral
537," Pharmacies will help roll out the coronavirus vaccine but one doctor warns of ""chaos"" ",12/14/2020,"pharmacies help roll coronavirus vaccine one doctor warns ""chaos""",0,0,Neutral
538, Watch live New York Governor Andrew Cuomo gives COVID-19 update as vaccine rollout begins ,12/14/2020,watch live new york governor andrew cuomo gives covid-19 update vaccine rollout begins,0.477272727,0.136363636,Positive
539," Pharmacies will help roll out the coronavirus vaccine but one doctor warns of ""chaos"" ",12/14/2020,"pharmacies help roll coronavirus vaccine one doctor warns ""chaos""",0,0,Neutral
540," Pharmacies will help roll out the coronavirus vaccine but one doctor warns of ""chaos"" ",12/14/2020,"pharmacies help roll coronavirus vaccine one doctor warns ""chaos""",0,0,Neutral
541," Pharmacies will help roll out the coronavirus vaccine but one doctor warns of ""chaos"" ",12/14/2020,"pharmacies help roll coronavirus vaccine one doctor warns ""chaos""",0,0,Neutral
542, Azar says all nursing home residents could be vaccinated by Christmas ,12/14/2020,azar says nursing home residents could vaccinated christmas,0,0,Neutral
543," Pharmacies will help roll out the coronavirus vaccine but one doctor warns of ""chaos"" ",12/14/2020,"pharmacies help roll coronavirus vaccine one doctor warns ""chaos""",0,0,Neutral
544," Pharmacies will help roll out the coronavirus vaccine but one doctor warns of ""chaos"" ",12/14/2020,"pharmacies help roll coronavirus vaccine one doctor warns ""chaos""",0,0,Neutral
545,"Pharmacies will help roll out the coronavirus vaccine but one doctor warns of ""chaos"" ",12/14/2020,"pharmacies help roll coronavirus vaccine one doctor warns ""chaos""",0,0,Neutral
546,_CME The phases for vaccine rollout are based on ethical principles and prioritize keeping our healthcare infrastructure strong a…,12/14/2020,_cme phases vaccine rollout based ethical principles prioritize keeping healthcare infrastructure strong a…,0.666666667,0.316666667,Positive
547," CBS News Trump administration pushing delay in nursing home vaccinations.
",12/14/2020,cbs news trump administration pushing delay nursing home vaccinations.,0,0,Neutral
548,"CBS News Trump administration pushing delay in nursing home vaccinations.


via ",12/14/2020,cbs news trump administration pushing delay nursing home vaccinations. via,0,0,Neutral
549, Watch live New York Governor Andrew Cuomo gives COVID-19 update as vaccine rollout begins ,12/14/2020,watch live new york governor andrew cuomo gives covid-19 update vaccine rollout begins,0.477272727,0.136363636,Positive
550,"Interference science 

Garrett added that it was unclear to him why the elderly would have to wait… ",12/14/2020,interference science garrett added unclear elderly would wait…,0,0,Neutral
551, I became teary-eyed at 600. At 613 Essential Healthcare pros get the BioNTech COVID-19 vaccine a tech  that transforms…,12/14/2020,became teary-eyed 600. 613 essential healthcare pros get biontech covid-19 vaccine tech transforms…,0.3,0,Neutral
552, I became teary-eyed at 600. At 613 Essential Healthcare pros get the BioNTech COVID-19 vaccine a tech  that transforms…,12/14/2020,became teary-eyed 600. 613 essential healthcare pros get biontech covid-19 vaccine tech transforms…,0.3,0,Neutral
553, I became teary-eyed at 600. At 613 Essential Healthcare pros get the BioNTech COVID-19 vaccine a tech  that transforms…,12/14/2020,became teary-eyed 600. 613 essential healthcare pros get biontech covid-19 vaccine tech transforms…,0.3,0,Neutral
554,LIVE 1500 GMT | ALPHA 2 | Coronavirus Pfizer Vaccine Arrives In Connecticut - Gov Lamont Speaks  ,12/14/2020,live 1500 gmt | alpha 2 | coronavirus pfizer vaccine arrives connecticut - gov lamont speaks,0.5,0.136363636,Positive
555,The overnight blast off continues this morning on Covid vaccine news.  ESZ20 wants to test 3700.00.  Watch 3702.00… ,12/14/2020,overnight blast continues morning covid vaccine news. esz20 wants test 3700.00. watch 3702.00…,0.1,0.2,Positive
556,I became teary-eyed at 600. At 613 Essential Healthcare pros get the BioNTech COVID-19 vaccine a tech  that tra… ,12/14/2020,became teary-eyed 600. 613 essential healthcare pros get biontech covid-19 vaccine tech tra…,0.3,0,Neutral
557, Great job on NPR today !  Introduced at about 2000 on All Sides with Ann Fisher.    Answering Y…,12/14/2020,great job npr today ! introduced 2000 sides ann fisher. answering y…,0.75,1,Positive
558,"CBS News Trump administration pushing delay in nursing home vaccinations.
",12/14/2020,cbs news trump administration pushing delay nursing home vaccinations.,0,0,Neutral
559, He said coronavirus would “go away without a vaccine.” You bought it. But it didn’t. While other co… ,12/14/2020,said coronavirus would “go away without vaccine.” bought it. didn’t. co…,0.375,-0.125,Negative
560,_WR The region announces its taskforce for COVID-19 vaccine rollout...but doesn't seem all that interested in talking about the…,12/14/2020,_wr region announces taskforce covid-19 vaccine rollout...but seem interested talking the…,0.5,0.25,Positive
561, Cruelty is the point. Always. How can you kill off more useless old folks if you give them the vaccine? Donny's core beli…,12/14/2020,cruelty point. always. kill useless old folks give vaccine? donny's core beli…,0.3,0.033333333,Positive
562, TODAY at 100 pm ET - What Every Clinician Should Know about COVID-19 Vaccine Safety  via ,12/14/2020,today 100 pm et - every clinician know covid-19 vaccine safety via,0,0,Neutral
563, Please join Under Secretary for Benefits Dr. Paul Lawrence at our tele-townhall tomorrow December 15th 500 p.m. ET /…,12/14/2020,please join secretary benefits dr. paul lawrence tele-townhall tomorrow december 15th 500 p.m. et /…,0,0,Neutral
564, Watch live New York Governor Andrew Cuomo gives COVID-19 update as vaccine rollout begins ,12/14/2020,watch live new york governor andrew cuomo gives covid-19 update vaccine rollout begins,0.477272727,0.136363636,Positive
565,Will You Still Have to Wear a Mask After Getting a Coronavirus Vaccine? consumerReportsDaily… ,12/14/2020,still wear mask getting coronavirus vaccine? consumerreportsdaily…,0,0,Neutral
566,Cruelty is the point. Always. How can you kill off more useless old folks if you give them the vaccine? Donny's cor… ,12/14/2020,cruelty point. always. kill useless old folks give vaccine? donny's cor…,0.3,0.033333333,Positive
567,TODAY at 100 pm ET - What Every Clinician Should Know about COVID-19 Vaccine Safety  via ,12/14/2020,today 100 pm et - every clinician know covid-19 vaccine safety via,0,0,Neutral
568, Watch live New York Governor Andrew Cuomo gives COVID-19 update as vaccine rollout begins ,12/14/2020,watch live new york governor andrew cuomo gives covid-19 update vaccine rollout begins,0.477272727,0.136363636,Positive
569, Watch live New York Governor Andrew Cuomo gives COVID-19 update as vaccine rollout begins ,12/14/2020,watch live new york governor andrew cuomo gives covid-19 update vaccine rollout begins,0.477272727,0.136363636,Positive
570, Watch live New York Governor Andrew Cuomo gives COVID-19 update as vaccine rollout begins ,12/14/2020,watch live new york governor andrew cuomo gives covid-19 update vaccine rollout begins,0.477272727,0.136363636,Positive
571, Watch live New York Governor Andrew Cuomo gives COVID-19 update as vaccine rollout begins ,12/14/2020,watch live new york governor andrew cuomo gives covid-19 update vaccine rollout begins,0.477272727,0.136363636,Positive
572, Watch live New York Governor Andrew Cuomo gives COVID-19 update as vaccine rollout begins ,12/14/2020,watch live new york governor andrew cuomo gives covid-19 update vaccine rollout begins,0.477272727,0.136363636,Positive
573, Watch live New York Governor Andrew Cuomo gives COVID-19 update as vaccine rollout begins ,12/14/2020,watch live new york governor andrew cuomo gives covid-19 update vaccine rollout begins,0.477272727,0.136363636,Positive
574, Watch live New York Governor Andrew Cuomo gives COVID-19 update as vaccine rollout begins ,12/14/2020,watch live new york governor andrew cuomo gives covid-19 update vaccine rollout begins,0.477272727,0.136363636,Positive
575, Watch live New York Governor Andrew Cuomo gives COVID-19 update as vaccine rollout begins ,12/14/2020,watch live new york governor andrew cuomo gives covid-19 update vaccine rollout begins,0.477272727,0.136363636,Positive
576, Watch live New York Governor Andrew Cuomo gives COVID-19 update as vaccine rollout begins ,12/14/2020,watch live new york governor andrew cuomo gives covid-19 update vaccine rollout begins,0.477272727,0.136363636,Positive
577, Watch live New York Governor Andrew Cuomo gives COVID-19 update as vaccine rollout begins ,12/14/2020,watch live new york governor andrew cuomo gives covid-19 update vaccine rollout begins,0.477272727,0.136363636,Positive
578, Watch live New York Governor Andrew Cuomo gives COVID-19 update as vaccine rollout begins ,12/14/2020,watch live new york governor andrew cuomo gives covid-19 update vaccine rollout begins,0.477272727,0.136363636,Positive
579, Watch live New York Governor Andrew Cuomo gives COVID-19 update as vaccine rollout begins ,12/14/2020,watch live new york governor andrew cuomo gives covid-19 update vaccine rollout begins,0.477272727,0.136363636,Positive
580,Watch live New York Governor Andrew Cuomo gives COVID-19 update as vaccine rollout begins ,12/14/2020,watch live new york governor andrew cuomo gives covid-19 update vaccine rollout begins,0.477272727,0.136363636,Positive
581, Azar says all nursing home residents could be vaccinated by Christmas ,12/14/2020,azar says nursing home residents could vaccinated christmas,0,0,Neutral
582,_WR The region announces its taskforce for COVID-19 vaccine rollout...but doesn't seem all that interested in talking about the…,12/14/2020,_wr region announces taskforce covid-19 vaccine rollout...but seem interested talking the…,0.5,0.25,Positive
583,Wave 3 COVID19 research survey comparison from  shows vaccine uncertainty on the rise. Join _deLeo… ,12/14/2020,wave 3 covid19 research survey comparison shows vaccine uncertainty rise. join _deleo…,0,0,Neutral
584,_WR The region announces its taskforce for COVID-19 vaccine rollout...but doesn't seem all that interested in talking about the…,12/14/2020,_wr region announces taskforce covid-19 vaccine rollout...but seem interested talking the…,0.5,0.25,Positive
585,The region announces its taskforce for COVID-19 vaccine rollout...but doesn't seem all that interested in talking a… ,12/14/2020,region announces taskforce covid-19 vaccine rollout...but seem interested talking a…,0.5,0.25,Positive
586,"  _sup @_saint_official Eng TransTrans by sisi
Meet Saint_sup in the Thai people vaccine grand chari…",12/14/2020,_sup @_saint_official eng transtrans sisi meet saint_sup thai people vaccine grand chari…,1,0.5,Positive
587, “I’m not taking the vaccine god knows what might be in it” ,12/14/2020,“i’m taking vaccine god knows might it”,0,0,Neutral
588,"  _sup @_saint_official Eng TransTrans by sisi
Meet Saint_sup in the Thai people vaccine grand chari…",12/14/2020,_sup @_saint_official eng transtrans sisi meet saint_sup thai people vaccine grand chari…,1,0.5,Positive
589,"  _sup @_saint_official Eng TransTrans by sisi
Meet Saint_sup in the Thai people vaccine grand chari…",12/14/2020,_sup @_saint_official eng transtrans sisi meet saint_sup thai people vaccine grand chari…,1,0.5,Positive
590,"  _sup @_saint_official Eng TransTrans by sisi
Meet Saint_sup in the Thai people vaccine grand chari…",12/14/2020,_sup @_saint_official eng transtrans sisi meet saint_sup thai people vaccine grand chari…,1,0.5,Positive
591,"  _sup @_saint_official Eng TransTrans by sisi
Meet Saint_sup in the Thai people vaccine grand chari…",12/14/2020,_sup @_saint_official eng transtrans sisi meet saint_sup thai people vaccine grand chari…,1,0.5,Positive
592," _sup @_saint_official Eng TransTrans by sisi
Meet Saint_sup in the Thai people vaccine grand ch… ",12/14/2020,_sup @_saint_official eng transtrans sisi meet saint_sup thai people vaccine grand ch…,1,0.5,Positive
593, Please join Under Secretary for Benefits Dr. Paul Lawrence at our tele-townhall tomorrow December 15th 500 p.m. ET /…,12/14/2020,please join secretary benefits dr. paul lawrence tele-townhall tomorrow december 15th 500 p.m. et /…,0,0,Neutral
594, Sanofi and GSK announce a delay in their adjuvanted recombinant protein-based COVID-19 vaccine program to improve immune…,12/14/2020,sanofi gsk announce delay adjuvanted recombinant protein-based covid-19 vaccine program improve immune…,0,0,Neutral
595,_ if u find timothee chalamet attractive do not worry about whats in the vaccine,12/14/2020,_ u find timothee chalamet attractive worry whats vaccine,1,0.8,Positive
596, Calling all researchers looking for tips &amp; advice on how to engage in conversations about COVID19 vaccines with the publi…,12/14/2020,calling researchers looking tips &amp; advice engage conversations covid19 vaccines publi…,0,0,Neutral
597,If you’ve ever drank a pint of taddys don’t worry what’s in the vaccine,12/14/2020,you’ve ever drank pint taddys don’t worry what’s vaccine,0,0,Neutral
598, Please join Under Secretary for Benefits Dr. Paul Lawrence at our tele-townhall tomorrow December 15th 500 p.m. ET /…,12/14/2020,please join secretary benefits dr. paul lawrence tele-townhall tomorrow december 15th 500 p.m. et /…,0,0,Neutral
599," Q Will Sindecuse get COVID vaccine to distribute? 
A Not right away. For general information about how vaccine distributio…",12/14/2020,q sindecuse get covid vaccine distribute? right away. general information vaccine distributio…,0.517857143,-0.046428571,Negative
600,"Q Will Sindecuse get COVID vaccine to distribute? 
A Not right away. For general information about how vaccine di… ",12/14/2020,q sindecuse get covid vaccine distribute? right away. general information vaccine di…,0.517857143,-0.046428571,Negative
601, Please join Under Secretary for Benefits Dr. Paul Lawrence at our tele-townhall tomorrow December 15th 500 p.m. ET /…,12/14/2020,please join secretary benefits dr. paul lawrence tele-townhall tomorrow december 15th 500 p.m. et /…,0,0,Neutral
602, What Every Clinician Should Know about COVID-19 Vaccine Safety During this COCA call clinicians will learn how they c…,12/14/2020,every clinician know covid-19 vaccine safety coca call clinicians learn c…,0,0,Neutral
603, Sanofi and GSK announce a delay in their adjuvanted recombinant protein-based COVID-19 vaccine program to improve immune…,12/14/2020,sanofi gsk announce delay adjuvanted recombinant protein-based covid-19 vaccine program improve immune…,0,0,Neutral
604,Sanofi and GSK announce a delay in their adjuvanted recombinant protein-based COVID-19 vaccine program to improve i… ,12/14/2020,sanofi gsk announce delay adjuvanted recombinant protein-based covid-19 vaccine program improve i…,0,0,Neutral
605, Please join Under Secretary for Benefits Dr. Paul Lawrence at our tele-townhall tomorrow December 15th 500 p.m. ET /…,12/14/2020,please join secretary benefits dr. paul lawrence tele-townhall tomorrow december 15th 500 p.m. et /…,0,0,Neutral
606,"📰 NEWS ALERT 'Coronavirus News Vaccine arrives in NY; 1st shots to be given this morning' -ABC7 Report
🕰 Time/Dat… ",12/14/2020,📰 news alert 'coronavirus news vaccine arrives ny; 1st shots given morning' -abc7 report 🕰 time/dat…,0,0,Neutral
607, Gottlieb says strain on hospitals likely to peak in January ,12/14/2020,gottlieb says strain hospitals likely peak january,1,0,Neutral
608, Gottlieb says strain on hospitals likely to peak in January ,12/14/2020,gottlieb says strain hospitals likely peak january,1,0,Neutral
609,Trump administration pushing delay in nursing home vaccinations ,12/14/2020,trump administration pushing delay nursing home vaccinations,0,0,Neutral
610, Please join Under Secretary for Benefits Dr. Paul Lawrence at our tele-townhall tomorrow December 15th 500 p.m. ET /…,12/14/2020,please join secretary benefits dr. paul lawrence tele-townhall tomorrow december 15th 500 p.m. et /…,0,0,Neutral
611, We announce interim phase 1/2 results for our COVID19 vaccine candidate developed with . Driven by science and our sense o…,12/14/2020,announce interim phase 1/2 results covid19 vaccine candidate developed . driven science sense o…,0.3,0.1,Positive
612,"Premarket Positioning &amp; Key Events Ahead - As of 800 EST Mon Dec 14 2020; 
Global mkts risk-on; $PFE -$BNTX vacci… ",12/14/2020,premarket positioning &amp; key events ahead - 800 est mon dec 14 2020; global mkts risk-on; $pfe -$bntx vacci…,0.5,0,Neutral
613, Azar says all nursing home residents could be vaccinated by Christmas ,12/14/2020,azar says nursing home residents could vaccinated christmas,0,0,Neutral
614,"New webinar for researchers this Friday lunchtime (18 Dec 1200-1245 GMT)

🖥️ COVID19 vaccine conversations ef… ",12/14/2020,new webinar researchers friday lunchtime (18 dec 1200-1245 gmt) 🖥️ covid19 vaccine conversations ef…,0.454545455,0.136363636,Positive
615,  “Receiving first round of the vaccine”.,12/14/2020,“receiving first round vaccine”.,0.366666667,0.025,Positive
616,__ if u eat jack in the box tacos don’t worry about what’s in the covid vaccine,12/14/2020,__ u eat jack box tacos don’t worry what’s covid vaccine,0,0,Neutral
617, Calling all researchers looking for tips &amp; advice on how to engage in conversations about COVID19 vaccines with the publi…,12/14/2020,calling researchers looking tips &amp; advice engage conversations covid19 vaccines publi…,0,0,Neutral
618,  Please join Under Secretary for Benefits Dr. Paul Lawrence at our tele-townhall tomorrow Dec… ,12/14/2020,please join secretary benefits dr. paul lawrence tele-townhall tomorrow dec…,0,0,Neutral
619, Calling all researchers looking for tips &amp; advice on how to engage in conversations about COVID19 vaccines with the publi…,12/14/2020,calling researchers looking tips &amp; advice engage conversations covid19 vaccines publi…,0,0,Neutral
620, Calling all researchers looking for tips &amp; advice on how to engage in conversations about COVID19 vaccines with the publi…,12/14/2020,calling researchers looking tips &amp; advice engage conversations covid19 vaccines publi…,0,0,Neutral
621,Canada's first batch of 30 thousand coronavirus vaccine doses have arrived. Details at 700 with GX94 News.,12/14/2020,canada's first batch 30 thousand coronavirus vaccine doses arrived. details 700 gx94 news.,0.333333333,0.25,Positive
622, HHS Secretary Alex Azar said all nursing home residents could be vaccinated by the Christmas holiday. ,12/14/2020,hhs secretary alex azar said nursing home residents could vaccinated christmas holiday.,0,0,Neutral
623, Calling all researchers looking for tips &amp; advice on how to engage in conversations about COVID19 vaccines with the publi…,12/14/2020,calling researchers looking tips &amp; advice engage conversations covid19 vaccines publi…,0,0,Neutral
624, Operation Warp Speed the government's vaccine effort is instructing clinics administering the Pfizer vaccine to wait…,12/14/2020,operation warp speed government's vaccine effort instructing clinics administering pfizer vaccine wait…,0,0,Neutral
625, Former FDA Commissioner Dr. Scott Gottlieb warned that coronavirus infections are likely to peak in January with the ho…,12/14/2020,former fda commissioner dr. scott gottlieb warned coronavirus infections likely peak january ho…,0.5,0,Neutral
626, President Trump said Sunday he was reversing an administration directive to vaccinate top government officials against…,12/14/2020,president trump said sunday reversing administration directive vaccinate top government officials against…,0.5,0.5,Positive
627,Please join Under Secretary for Benefits Dr. Paul Lawrence at our tele-townhall tomorrow December 15th 500 p.m.… ,12/14/2020,please join secretary benefits dr. paul lawrence tele-townhall tomorrow december 15th 500 p.m.…,0,0,Neutral
628,   trump and the republican partyis the shit everywhere.   there is no evidence. you… ,12/14/2020,trump republican partyis shit everywhere. evidence. you…,0.8,-0.2,Negative
629, President Trump said Sunday he was reversing an administration directive to vaccinate top government officials against…,12/14/2020,president trump said sunday reversing administration directive vaccinate top government officials against…,0.5,0.5,Positive
630, We asked a former CDC director about the coronavirus vaccine. Here's what he said. ,12/14/2020,asked former cdc director coronavirus vaccine. here's said.,0,0,Neutral
631,First I heard of Polio Vaccine causing 40000+ thousand cases of paralysis In India! WTF! Scratched the surface of… ,12/14/2020,first heard polio vaccine causing 40000+ thousand cases paralysis india! wtf! scratched surface of…,0.666666667,-0.15625,Negative
632,📰 NEWS ALERT Carnival shares are trading higher amid approval of the first COVID-19 vaccine in the United States.… ,12/14/2020,📰 news alert carnival shares trading higher amid approval first covid-19 vaccine united states.…,0.416666667,0.25,Positive
633,📰 NEWS ALERT Carnival shares are trading higher amid approval of the first COVID-19 vaccine in the United States.… ,12/14/2020,📰 news alert carnival shares trading higher amid approval first covid-19 vaccine united states.…,0.416666667,0.25,Positive
634,U.S. stock futures higher Monday travel stocks surge on  launch of nationwide COVID-19 vaccine effort investors… ,12/14/2020,u.s. stock futures higher monday travel stocks surge launch nationwide covid-19 vaccine effort investors…,0.5,0.25,Positive
635,[2020-12-14 1200] BBC Top Headline (2 of 3) Trump rejects early White House vaccinations. The US president asks f… ,12/14/2020,[2020-12-14 1200] bbc top headline (2 3) trump rejects early white house vaccinations. us president asks f…,0.266666667,0.2,Positive
636, President Trump said Sunday he was reversing an administration directive to vaccinate top government officials against…,12/14/2020,president trump said sunday reversing administration directive vaccinate top government officials against…,0.5,0.5,Positive
637, President Trump said Sunday he was reversing an administration directive to vaccinate top government officials against…,12/14/2020,president trump said sunday reversing administration directive vaccinate top government officials against…,0.5,0.5,Positive
638,Vaccine Rollout Electronic Arts Alexion Tesla - 5 Things You Must Know Monday ,12/14/2020,vaccine rollout electronic arts alexion tesla - 5 things must know monday,0,0,Neutral
